Campaign_ID,Region,Platform,Campaign_Category,Campaign_Type,Impressions,Clicks,Total_Engagements,Campaign_Ad_Spend
CMP_12958,APAC,Instagram,Paid Social Media,Influencer/KOL (Celebrity),416,10,20,18.81
CMP_12959,Europe,YouTube,Paid Social Media,Brand Awareness (Cinematic/Editorial),491,15,18,15.97
CMP_12960,APAC,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",1458,97,0,670.94
CMP_12961,APAC,Google Ads,Paid Search,"Generic Luxury Keywords (Designer bag, luxury shoes)",1868,98,0,690.03
CMP_12962,APAC,Instagram,Paid Social Media,Influencer/KOL (Celebrity),370,12,25,15.95
CMP_12963,Europe,TikTok,Paid Social Media,Brand Awareness (Behind the scenes),427,13,50,9.28
CMP_12964,APAC,Google Ads,Paid Search,"Generic Luxury Keywords (Designer bag, luxury shoes)",876,70,0,314.91
CMP_12965,APAC,YouTube,Paid Social Media,Influencer/KOL (Long-form/Vlog),410,7,31,5.23
CMP_12966,North America,Instagram,Paid Social Media,Influencer/KOL (Celebrity),418,10,27,6.6
CMP_12967,APAC,SMS,SMS,Back-in-Stock Alert,693,45,0,0.63
CMP_12968,Europe,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",1469,91,0,404.66
CMP_12969,Europe,Bing Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",722,69,0,418.81
CMP_12970,APAC,Google Ads,Paid Search,"Generic Luxury Keywords (Designer bag, luxury shoes)",1051,93,0,717.75
CMP_12971,Europe,TikTok,Paid Social Media,Product Highlight (Short-form),540,10,58,6.77
CMP_12972,Europe,TikTok,Paid Social Media,Influencer/KOL (Viral/Trend),636,10,62,6.19
CMP_12973,APAC,TikTok,Paid Social Media,Brand Awareness (Behind the scenes),428,7,37,8.12
CMP_12974,Europe,SMS,SMS,Flash Sale / Price Drop Alert,555,65,0,0.77
CMP_12975,North America,YouTube,Paid Social Media,Influencer/KOL (Long-form/Vlog),402,13,28,10.75
CMP_12976,North America,Instagram,Paid Social Media,Product Highlight (Carousel),447,9,26,10.74
CMP_12977,APAC,Email,Email,Newsletter / Brand Story,1500,59,0,0.41
CMP_12978,APAC,YouTube,Paid Social Media,Influencer/KOL (Long-form/Vlog),412,9,28,16.71
CMP_12979,APAC,YouTube,Paid Social Media,Influencer/KOL (Long-form/Vlog),640,14,50,16.59
CMP_12980,Europe,Instagram,Paid Social Media,Brand Awareness (Editorial/Runway),178,3,7,4.65
CMP_12981,APAC,TikTok,Paid Social Media,Brand Awareness (Behind the scenes),613,11,67,13.54
CMP_12982,APAC,YouTube,Paid Social Media,Product Highlight (Detailed Review),500,11,34,8.0
CMP_12983,Europe,YouTube,Paid Social Media,Influencer/KOL (Long-form/Vlog),177,6,13,5.96
CMP_12984,APAC,Email,Email,Newsletter / Brand Story,884,45,0,0.31
CMP_12985,APAC,Email,Email,Cart Abandonment Flow,935,47,0,0.33
CMP_12986,APAC,TikTok,Paid Social Media,Influencer/KOL (Viral/Trend),410,11,32,19.22
CMP_12987,APAC,Google Ads,Paid Search,"Generic Luxury Keywords (Designer bag, luxury shoes)",1538,97,0,607.38
CMP_12988,North America,Instagram,Paid Social Media,Brand Awareness (Editorial/Runway),254,6,13,7.6
CMP_12989,APAC,Instagram,Paid Social Media,Brand Awareness (Editorial/Runway),723,21,48,28.14
CMP_12990,Europe,X,Paid Social Media,Brand Awareness (Conversation Driven),442,12,34,16.4
CMP_12991,APAC,Bing Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",1758,78,0,531.58
CMP_12992,Europe,SMS,SMS,Cart Abandonment Alert,385,38,0,0.45
CMP_12993,APAC,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",1920,84,0,470.05
CMP_12994,Europe,YouTube,Paid Social Media,Brand Awareness (Cinematic/Editorial),466,9,32,11.43
CMP_12995,APAC,Email,Email,VIP Early Access / Private Sale,1118,44,0,0.31
CMP_12996,APAC,TikTok,Paid Social Media,Product Highlight (Short-form),225,7,16,10.28
CMP_12997,Europe,TikTok,Paid Social Media,Influencer/KOL (Viral/Trend),430,10,30,17.61
CMP_12998,Europe,Instagram,Paid Social Media,Influencer/KOL (Celebrity),209,7,12,7.34
CMP_12999,North America,SMS,SMS,Flash Sale / Price Drop Alert,812,63,0,0.63
CMP_13000,North America,TikTok,Paid Social Media,Influencer/KOL (Viral/Trend),317,6,23,6.79
CMP_13001,APAC,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",1599,85,0,373.72
CMP_13002,North America,Google Ads,Paid Search,"Generic Luxury Keywords (Designer bag, luxury shoes)",1740,82,0,375.35
CMP_13003,APAC,Instagram,Paid Social Media,Product Highlight (Carousel),326,6,19,11.1
CMP_13004,Europe,SMS,SMS,Flash Sale / Price Drop Alert,491,55,0,0.65
CMP_13005,Europe,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",1138,98,0,362.98
CMP_13006,Europe,Google Ads,Paid Search,"Generic Luxury Keywords (Designer bag, luxury shoes)",1160,86,0,265.74
CMP_13007,APAC,Email,Email,Welcome Series,1112,50,0,0.35
CMP_13008,Europe,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",739,64,0,265.72
CMP_13009,APAC,X,Paid Social Media,Influencer/KOL Discussion,442,14,25,18.13
CMP_13010,North America,Email,Email,VIP Early Access / Private Sale,810,60,0,0.3
CMP_13011,Europe,SMS,SMS,Back-in-Stock Alert,711,63,0,0.74
CMP_13012,North America,Instagram,Paid Social Media,Product Highlight (Carousel),542,10,40,7.48
CMP_13013,North America,Google Ads,Paid Search,"Generic Luxury Keywords (Designer bag, luxury shoes)",1693,83,0,431.42
CMP_13014,Europe,SMS,SMS,Back-in-Stock Alert,472,49,0,0.58
CMP_13015,APAC,Google Ads,Paid Search,"Generic Luxury Keywords (Designer bag, luxury shoes)",1438,77,0,596.6
CMP_13016,APAC,Instagram,Paid Social Media,Promo/Giveaway (Limited Drop),125,4,4,5.31
CMP_13017,North America,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",1029,81,0,232.26
CMP_13018,APAC,TikTok,Paid Social Media,Brand Awareness (Behind the scenes),351,12,29,16.97
CMP_13019,Europe,Google Ads,Paid Search,Competitor Conquesting,1971,79,0,233.64
CMP_13020,Europe,Instagram,Paid Social Media,Influencer/KOL (Celebrity),205,4,10,6.27
CMP_13021,Europe,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",1307,92,0,548.83
CMP_13022,Europe,Email,Email,Welcome Series,729,44,0,0.26
CMP_13023,Europe,SMS,SMS,Flash Sale / Price Drop Alert,838,56,0,0.66
CMP_13024,APAC,TikTok,Paid Social Media,Influencer/KOL (Viral/Trend),217,7,25,5.59
CMP_13025,Europe,Google Ads,Paid Search,"Generic Luxury Keywords (Designer bag, luxury shoes)",1442,70,0,493.15
CMP_13026,APAC,Instagram,Paid Social Media,Influencer/KOL (Celebrity),480,11,20,17.39
CMP_13027,Europe,SMS,SMS,Cart Abandonment Alert,563,56,0,0.66
CMP_13028,North America,Email,Email,Welcome Series,1025,49,0,0.24
CMP_13029,APAC,TikTok,Paid Social Media,Brand Awareness (Behind the scenes),191,6,20,7.16
CMP_13030,APAC,Google Ads,Paid Search,"Generic Luxury Keywords (Designer bag, luxury shoes)",1457,70,0,287.99
CMP_13031,APAC,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",743,73,0,262.64
CMP_13032,North America,SMS,SMS,Cart Abandonment Alert,370,43,0,0.43
CMP_13033,APAC,SMS,SMS,Back-in-Stock Alert,410,46,0,0.64
CMP_13034,APAC,Email,Email,Newsletter / Brand Story,704,50,0,0.35
CMP_13035,APAC,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",923,76,0,270.64
CMP_13036,North America,TikTok,Paid Social Media,Influencer/KOL (Viral/Trend),381,10,37,7.73
CMP_13037,APAC,Instagram,Paid Social Media,Product Highlight (Carousel),274,8,12,9.21
CMP_13038,Europe,TikTok,Paid Social Media,Product Highlight (Short-form),329,9,23,8.46
CMP_13039,APAC,YouTube,Paid Social Media,Brand Awareness (Cinematic/Editorial),678,12,20,8.9
CMP_13040,North America,Instagram,Paid Social Media,Product Highlight (Carousel),536,18,19,17.06
CMP_13041,Europe,Email,Email,Newsletter / Brand Story,808,53,0,0.31
CMP_13042,Europe,SMS,SMS,Back-in-Stock Alert,515,57,0,0.67
CMP_13043,APAC,TikTok,Paid Social Media,Product Highlight (Short-form),536,10,54,7.13
CMP_13044,Europe,Email,Email,Cart Abandonment Flow,880,59,0,0.35
CMP_13045,Europe,YouTube,Paid Social Media,Influencer/KOL (Long-form/Vlog),611,15,44,10.49
CMP_13046,Europe,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",868,85,0,270.79
CMP_13047,APAC,Email,Email,Cart Abandonment Flow,910,51,0,0.36
CMP_13048,APAC,Google Ads,Paid Search,"Generic Luxury Keywords (Designer bag, luxury shoes)",1036,93,0,620.09
CMP_13049,North America,YouTube,Paid Social Media,Product Highlight (Detailed Review),201,7,6,6.86
CMP_13050,APAC,Instagram,Paid Social Media,Influencer/KOL (Celebrity),328,9,17,10.39
CMP_13051,APAC,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",1000,67,0,371.57
CMP_13052,APAC,Email,Email,VIP Early Access / Private Sale,805,38,0,0.27
CMP_13053,North America,SMS,SMS,Flash Sale / Price Drop Alert,729,55,0,0.55
CMP_13054,North America,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",1122,80,0,331.16
CMP_13055,APAC,Bing Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",1041,93,0,648.06
CMP_13056,North America,Instagram,Paid Social Media,Influencer/KOL (Celebrity),288,7,8,4.95
CMP_13057,APAC,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",996,94,0,330.86
CMP_13058,Europe,SMS,SMS,Flash Sale / Price Drop Alert,411,47,0,0.55
CMP_13059,North America,Google Ads,Paid Search,Competitor Conquesting,1099,97,0,280.32
CMP_13060,North America,TikTok,Paid Social Media,Brand Awareness (Behind the scenes),219,6,16,6.61
CMP_13061,Europe,Email,Email,Newsletter / Brand Story,1029,65,0,0.38
CMP_13062,North America,Email,Email,Newsletter / Brand Story,1239,57,0,0.29
CMP_13063,APAC,Instagram,Paid Social Media,Influencer/KOL (Celebrity),321,11,10,15.38
CMP_13064,APAC,Email,Email,Welcome Series,985,52,0,0.36
CMP_13065,APAC,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",1027,91,0,379.8
CMP_13066,North America,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",843,73,0,273.85
CMP_13067,Europe,Google Ads,Paid Search,"Generic Luxury Keywords (Designer bag, luxury shoes)",1575,80,0,516.42
CMP_13068,Europe,TikTok,Paid Social Media,Brand Awareness (Behind the scenes),361,11,36,17.63
CMP_13069,APAC,X,Paid Social Media,Brand Awareness (Conversation Driven),678,14,20,27.32
CMP_13070,Europe,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",1177,81,0,404.18
CMP_13071,Europe,Instagram,Paid Social Media,Influencer/KOL (Celebrity),183,6,9,9.75
CMP_13072,APAC,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",1755,92,0,766.07
CMP_13073,APAC,YouTube,Paid Social Media,Influencer/KOL (Long-form/Vlog),251,6,10,7.88
CMP_13074,Europe,SMS,SMS,Cart Abandonment Alert,585,69,0,0.81
CMP_13075,Europe,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",1062,93,0,436.29
CMP_13076,APAC,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",1258,93,0,703.8
CMP_13077,Europe,X,Paid Social Media,Product Launch Announcement,313,8,12,13.06
CMP_13078,APAC,Bing Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",1727,79,0,469.53
CMP_13079,APAC,TikTok,Paid Social Media,Influencer/KOL (Viral/Trend),590,15,39,27.62
CMP_13080,Europe,Google Ads,Paid Search,Competitor Conquesting,1632,76,0,454.41
CMP_13081,Europe,Google Ads,Paid Search,Competitor Conquesting,1542,91,0,546.9
CMP_13082,APAC,TikTok,Paid Social Media,Brand Awareness (Behind the scenes),404,11,27,14.76
CMP_13083,Europe,Instagram,Paid Social Media,Promo/Giveaway (Limited Drop),185,6,6,9.1
CMP_13084,North America,Instagram,Paid Social Media,Brand Awareness (Editorial/Runway),658,10,23,14.61
CMP_13085,APAC,Instagram,Paid Social Media,Brand Awareness (Editorial/Runway),328,6,18,10.27
CMP_13086,Europe,Google Ads,Paid Search,"Generic Luxury Keywords (Designer bag, luxury shoes)",907,87,0,414.88
CMP_13087,APAC,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",1016,80,0,581.9
CMP_13088,APAC,Instagram,Paid Social Media,Influencer/KOL (Celebrity),326,6,24,10.13
CMP_13089,APAC,Google Ads,Paid Search,"Generic Luxury Keywords (Designer bag, luxury shoes)",1390,96,0,710.85
CMP_13090,APAC,Bing Ads,Paid Search,"Generic Luxury Keywords (Designer bag, luxury shoes)",1111,77,0,380.83
CMP_13091,APAC,Instagram,Paid Social Media,Product Highlight (Carousel),642,12,38,15.52
CMP_13092,Europe,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",1048,67,0,243.74
CMP_13093,Europe,Instagram,Paid Social Media,Promo/Giveaway (Limited Drop),372,10,12,11.33
CMP_13094,North America,Email,Email,Newsletter / Brand Story,562,42,0,0.21
CMP_13095,APAC,Google Ads,Paid Search,"Generic Luxury Keywords (Designer bag, luxury shoes)",900,74,0,306.58
CMP_13096,APAC,SMS,SMS,VIP Event Invitation,705,43,0,0.6
CMP_13097,APAC,SMS,SMS,Cart Abandonment Alert,510,54,0,0.76
CMP_13098,APAC,X,Paid Social Media,Brand Awareness (Conversation Driven),151,5,6,7.16
CMP_13099,Europe,YouTube,Paid Social Media,Brand Awareness (Cinematic/Editorial),287,8,10,13.16
CMP_13100,APAC,Email,Email,VIP Early Access / Private Sale,1275,60,0,0.42
CMP_13101,APAC,SMS,SMS,Flash Sale / Price Drop Alert,457,46,0,0.64
CMP_13102,APAC,SMS,SMS,Back-in-Stock Alert,442,51,0,0.71
CMP_13103,North America,TikTok,Paid Social Media,Influencer/KOL (Viral/Trend),617,12,37,8.65
CMP_13104,Europe,Email,Email,Welcome Series,1240,52,0,0.31
CMP_13105,Europe,Email,Email,Cart Abandonment Flow,1099,54,0,0.32
CMP_13106,APAC,Bing Ads,Paid Search,"Generic Luxury Keywords (Designer bag, luxury shoes)",1209,96,0,732.68
CMP_13107,North America,SMS,SMS,Cart Abandonment Alert,1095,69,0,0.69
CMP_13108,APAC,TikTok,Paid Social Media,Brand Awareness (Behind the scenes),195,5,22,5.34
CMP_13109,APAC,Email,Email,Newsletter / Brand Story,763,40,0,0.28
CMP_13110,APAC,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",1235,82,0,381.35
CMP_13111,Europe,Instagram,Paid Social Media,Influencer/KOL (Celebrity),328,9,20,9.51
CMP_13112,APAC,Instagram,Paid Social Media,Brand Awareness (Editorial/Runway),233,5,9,5.54
CMP_13113,Europe,SMS,SMS,VIP Event Invitation,548,59,0,0.7
CMP_13114,Europe,SMS,SMS,Back-in-Stock Alert,638,53,0,0.63
CMP_13115,Europe,Instagram,Paid Social Media,Brand Awareness (Editorial/Runway),588,13,29,18.92
CMP_13116,North America,SMS,SMS,Cart Abandonment Alert,341,40,0,0.4
CMP_13117,North America,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",1323,82,0,214.76
CMP_13118,Europe,TikTok,Paid Social Media,Influencer/KOL (Viral/Trend),236,8,21,6.38
CMP_13119,Europe,Instagram,Paid Social Media,Influencer/KOL (Celebrity),410,13,15,15.2
CMP_13120,North America,YouTube,Paid Social Media,Brand Awareness (Cinematic/Editorial),260,8,20,9.64
CMP_13121,North America,Instagram,Paid Social Media,Influencer/KOL (Celebrity),326,7,21,10.09
CMP_13122,North America,Google Ads,Paid Search,"Generic Luxury Keywords (Designer bag, luxury shoes)",872,87,0,307.44
CMP_13123,Europe,SMS,SMS,Back-in-Stock Alert,689,50,0,0.59
CMP_13124,APAC,YouTube,Paid Social Media,Product Highlight (Detailed Review),238,6,12,11.46
CMP_13125,APAC,YouTube,Paid Social Media,Brand Awareness (Cinematic/Editorial),621,14,24,11.53
CMP_13126,North America,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",1094,82,0,361.7
CMP_13127,Europe,Instagram,Paid Social Media,Brand Awareness (Editorial/Runway),843,13,27,22.14
CMP_13128,Europe,Instagram,Paid Social Media,Influencer/KOL (Celebrity),356,10,17,15.3
CMP_13129,APAC,Instagram,Paid Social Media,Promo/Giveaway (Limited Drop),742,15,46,18.16
CMP_13130,Europe,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",1583,73,0,470.02
CMP_13131,North America,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",1107,81,0,345.39
CMP_13132,Europe,X,Paid Social Media,Product Launch Announcement,722,13,23,21.31
CMP_13133,Europe,SMS,SMS,Cart Abandonment Alert,688,59,0,0.7
CMP_13134,Europe,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",805,76,0,290.85
CMP_13135,APAC,TikTok,Paid Social Media,Product Highlight (Short-form),865,13,68,16.36
CMP_13136,North America,Email,Email,Newsletter / Brand Story,679,49,0,0.24
CMP_13137,North America,Email,Email,Welcome Series,1190,56,0,0.28
CMP_13138,Europe,SMS,SMS,Cart Abandonment Alert,681,44,0,0.52
CMP_13139,North America,Email,Email,VIP Early Access / Private Sale,763,52,0,0.26
CMP_13140,Europe,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",749,73,0,302.36
CMP_13141,North America,Instagram,Paid Social Media,Promo/Giveaway (Limited Drop),344,9,21,6.66
CMP_13142,APAC,Email,Email,Welcome Series,801,53,0,0.37
CMP_13143,Europe,Email,Email,Cart Abandonment Flow,981,56,0,0.33
CMP_13144,Europe,Google Ads,Paid Search,"Generic Luxury Keywords (Designer bag, luxury shoes)",1436,91,0,316.9
CMP_13145,APAC,Google Ads,Paid Search,"Generic Luxury Keywords (Designer bag, luxury shoes)",1246,84,0,350.81
CMP_13146,APAC,X,Paid Social Media,Product Launch Announcement,315,5,10,9.92
CMP_13147,APAC,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",1356,93,0,676.87
CMP_13148,Europe,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",1141,67,0,386.6
CMP_13149,Europe,SMS,SMS,Cart Abandonment Alert,456,43,0,0.51
CMP_13150,Europe,Instagram,Paid Social Media,Influencer/KOL (Celebrity),230,5,15,4.35
CMP_13151,APAC,TikTok,Paid Social Media,Product Highlight (Short-form),493,14,48,16.04
CMP_13152,North America,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",1809,80,0,388.03
CMP_13153,APAC,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",1179,91,0,594.62
CMP_13154,Europe,SMS,SMS,Back-in-Stock Alert,779,52,0,0.61
CMP_13155,Europe,TikTok,Paid Social Media,Influencer/KOL (Viral/Trend),250,4,26,4.93
CMP_13156,Europe,Instagram,Paid Social Media,Promo/Giveaway (Limited Drop),341,10,26,7.07
CMP_13157,Europe,YouTube,Paid Social Media,Brand Awareness (Cinematic/Editorial),273,6,11,10.51
CMP_13158,Europe,Instagram,Paid Social Media,Product Highlight (Carousel),319,9,15,15.87
CMP_13159,North America,Instagram,Paid Social Media,Product Highlight (Carousel),273,8,10,11.03
CMP_13160,North America,Email,Email,Cart Abandonment Flow,1521,56,0,0.28
CMP_13161,APAC,Google Ads,Paid Search,Competitor Conquesting,955,87,0,343.2
CMP_13162,Europe,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",1668,96,0,457.66
CMP_13163,APAC,Instagram,Paid Social Media,Product Highlight (Carousel),613,12,33,23.31
CMP_13164,APAC,Email,Email,Cart Abandonment Flow,911,52,0,0.36
CMP_13165,APAC,TikTok,Paid Social Media,Product Highlight (Short-form),367,7,25,10.46
CMP_13166,APAC,Bing Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",1375,79,0,393.36
CMP_13167,Europe,Instagram,Paid Social Media,Product Highlight (Carousel),220,7,16,5.38
CMP_13168,Europe,TikTok,Paid Social Media,Brand Awareness (Behind the scenes),486,16,49,20.68
CMP_13169,APAC,Bing Ads,Paid Search,"Generic Luxury Keywords (Designer bag, luxury shoes)",1798,87,0,382.92
CMP_13170,North America,SMS,SMS,Flash Sale / Price Drop Alert,434,48,0,0.48
CMP_13171,North America,TikTok,Paid Social Media,Influencer/KOL (Viral/Trend),209,7,9,9.38
CMP_13172,APAC,YouTube,Paid Social Media,Brand Awareness (Cinematic/Editorial),274,7,19,6.68
CMP_13173,Europe,SMS,SMS,VIP Event Invitation,390,44,0,0.52
CMP_13174,Europe,Email,Email,Cart Abandonment Flow,867,46,0,0.27
CMP_13175,APAC,Bing Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",1071,77,0,386.0
CMP_13176,APAC,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",840,79,0,476.4
CMP_13177,Europe,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",1061,85,0,303.66
CMP_13178,North America,SMS,SMS,VIP Event Invitation,677,51,0,0.51
CMP_13179,North America,Instagram,Paid Social Media,Product Highlight (Carousel),294,10,11,6.4
CMP_13180,APAC,Email,Email,VIP Early Access / Private Sale,962,54,0,0.38
CMP_13181,North America,Email,Email,Newsletter / Brand Story,1547,62,0,0.31
CMP_13182,APAC,SMS,SMS,Cart Abandonment Alert,558,47,0,0.66
CMP_13183,North America,X,Paid Social Media,Product Launch Announcement,361,8,27,4.07
CMP_13184,APAC,SMS,SMS,Cart Abandonment Alert,747,70,0,0.98
CMP_13185,Europe,Instagram,Paid Social Media,Product Highlight (Carousel),362,11,17,14.15
CMP_13186,APAC,TikTok,Paid Social Media,Product Highlight (Short-form),374,10,41,11.01
CMP_13187,Europe,Google Ads,Paid Search,"Generic Luxury Keywords (Designer bag, luxury shoes)",1246,83,0,426.65
CMP_13188,APAC,SMS,SMS,Back-in-Stock Alert,755,59,0,0.83
CMP_13189,Europe,YouTube,Paid Social Media,Product Highlight (Detailed Review),329,10,15,17.44
CMP_13190,APAC,TikTok,Paid Social Media,Product Highlight (Short-form),391,8,45,8.02
CMP_13191,APAC,Google Ads,Paid Search,"Generic Luxury Keywords (Designer bag, luxury shoes)",1632,87,0,319.31
CMP_13192,APAC,Instagram,Paid Social Media,Influencer/KOL (Celebrity),315,5,10,4.18
CMP_13193,Europe,Bing Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",1913,85,0,563.93
CMP_13194,APAC,Email,Email,Newsletter / Brand Story,617,49,0,0.34
CMP_13195,Europe,Instagram,Paid Social Media,Brand Awareness (Editorial/Runway),250,4,18,4.47
CMP_13196,Europe,Instagram,Paid Social Media,Product Highlight (Carousel),300,9,10,13.3
CMP_13197,APAC,Email,Email,Newsletter / Brand Story,588,45,0,0.31
CMP_13198,APAC,Google Ads,Paid Search,"Generic Luxury Keywords (Designer bag, luxury shoes)",1053,87,0,379.6
CMP_13199,Europe,Google Ads,Paid Search,"Generic Luxury Keywords (Designer bag, luxury shoes)",956,86,0,481.67
CMP_13200,APAC,SMS,SMS,Cart Abandonment Alert,652,50,0,0.7
CMP_13201,APAC,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",1068,94,0,647.62
CMP_13202,Europe,Email,Email,Newsletter / Brand Story,751,37,0,0.22
CMP_13203,APAC,X,Paid Social Media,Product Launch Announcement,720,11,45,18.78
CMP_13204,North America,TikTok,Paid Social Media,Product Highlight (Short-form),357,11,18,13.58
CMP_13205,Europe,Google Ads,Paid Search,"Generic Luxury Keywords (Designer bag, luxury shoes)",1664,90,0,465.44
CMP_13206,APAC,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",949,63,0,373.04
CMP_13207,APAC,Instagram,Paid Social Media,Product Highlight (Carousel),421,14,23,19.41
CMP_13208,Europe,Google Ads,Paid Search,Competitor Conquesting,1050,89,0,350.31
CMP_13209,APAC,YouTube,Paid Social Media,Brand Awareness (Cinematic/Editorial),407,9,28,9.66
CMP_13210,Europe,SMS,SMS,Flash Sale / Price Drop Alert,782,47,0,0.55
CMP_13211,North America,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",944,87,0,303.46
CMP_13212,APAC,Google Ads,Paid Search,Competitor Conquesting,959,83,0,533.22
CMP_13213,APAC,Google Ads,Paid Search,Competitor Conquesting,953,81,0,394.19
CMP_13214,North America,SMS,SMS,Cart Abandonment Alert,521,62,0,0.62
CMP_13215,APAC,X,Paid Social Media,Brand Awareness (Conversation Driven),173,5,13,7.25
CMP_13216,Europe,Google Ads,Paid Search,"Generic Luxury Keywords (Designer bag, luxury shoes)",1666,73,0,226.47
CMP_13217,Europe,TikTok,Paid Social Media,Influencer/KOL (Viral/Trend),316,8,30,10.81
CMP_13218,APAC,YouTube,Paid Social Media,Influencer/KOL (Long-form/Vlog),211,6,15,9.04
CMP_13219,North America,SMS,SMS,Back-in-Stock Alert,718,54,0,0.54
CMP_13220,APAC,Email,Email,Welcome Series,1635,61,0,0.43
CMP_13221,North America,TikTok,Paid Social Media,Influencer/KOL (Viral/Trend),321,11,31,11.38
CMP_13222,APAC,YouTube,Paid Social Media,Influencer/KOL (Long-form/Vlog),376,11,14,18.44
CMP_13223,Europe,Email,Email,VIP Early Access / Private Sale,1259,47,0,0.28
CMP_13224,APAC,X,Paid Social Media,Product Launch Announcement,411,8,19,5.77
CMP_13225,APAC,Google Ads,Paid Search,"Generic Luxury Keywords (Designer bag, luxury shoes)",1150,92,0,758.89
CMP_13226,North America,YouTube,Paid Social Media,Influencer/KOL (Long-form/Vlog),306,10,13,7.24
CMP_13227,APAC,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",1688,76,0,285.61
CMP_13228,Europe,X,Paid Social Media,Product Launch Announcement,487,8,24,5.77
CMP_13229,Europe,Email,Email,Welcome Series,1349,45,0,0.27
CMP_13230,APAC,Instagram,Paid Social Media,Brand Awareness (Editorial/Runway),676,13,30,26.67
CMP_13231,North America,YouTube,Paid Social Media,Product Highlight (Detailed Review),653,10,23,7.92
CMP_13232,Europe,SMS,SMS,Flash Sale / Price Drop Alert,1121,67,0,0.79
CMP_13233,North America,Instagram,Paid Social Media,Product Highlight (Carousel),192,5,7,6.0
CMP_13234,APAC,Bing Ads,Paid Search,Competitor Conquesting,2106,85,0,466.13
CMP_13235,APAC,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",1609,81,0,483.93
CMP_13236,APAC,Email,Email,Cart Abandonment Flow,545,36,0,0.25
CMP_13237,APAC,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",919,83,0,323.95
CMP_13238,APAC,Google Ads,Paid Search,"Generic Luxury Keywords (Designer bag, luxury shoes)",963,93,0,500.66
CMP_13239,Europe,Instagram,Paid Social Media,Promo/Giveaway (Limited Drop),302,9,9,6.46
CMP_13240,Europe,YouTube,Paid Social Media,Brand Awareness (Cinematic/Editorial),596,17,35,18.76
CMP_13241,Europe,SMS,SMS,Flash Sale / Price Drop Alert,408,43,0,0.51
CMP_13242,APAC,Google Ads,Paid Search,Competitor Conquesting,1026,84,0,554.67
CMP_13243,APAC,Google Ads,Paid Search,"Brand Keywords (Prada, Miu Miu)",1277,97,0,641.02
CMP_13244,APAC,Instagram,Paid Social Media,Influencer/KOL (Celebrity),204,7,11,10.59
